# 本项目补译的中文释义：词形(|分隔)	读音	释义
十	とお	十，十个
ポリプロピレン	ぽりぷろぴれん	聚丙烯
ポリマー	ぽりまー	聚合物
ポリープ	ぽりーぷ	息肉
ポルカ	ぽるか	波尔卡舞（曲）
ポルトガル|葡萄牙	ぽるとがる	葡萄牙
ポルノ	ぽるの	色情作品
ポロ	ぽろ	马球
听	ぽんど	磅（重量、货币单位）
ポンポン	ぽんぽん	（啦啦队用）彩球，流苏球
ポーカー	ぽーかー	扑克
ポータブル	ぽーたぶる	便携式的
ポーター	ぽーたー	搬运工，脚夫
ポーチ	ぽーち	小手提包，化妆包
ポート	ぽーと	港口；（船的）左舷；（电脑）端口
ポートフォリオ	ぽーとふぉりお	作品集；投资组合
ポートレート	ぽーとれーと	肖像，人像照
ポール	ぽーる	杆，柱
魔	ま	魔，恶魔
真新しい	まあたらしい	崭新的
マイ	まい	我的，自己的（前缀，如マイカー）
枚	まい	张，片，枚（量词）
毎	まい	每
舞	まい	舞蹈
まい	まい	（意志否定推量）不会……吧，不……
マイアミ	まいあみ	迈阿密
マイカー	まいかー	私家车
枚挙	まいきょ	列举
マイクロ	まいくろ	微，微型
マイクロバス	まいくろばす	小型巴士
マイクロフィルム	まいくろふぃるむ	缩微胶卷
マイコン	まいこん	微型计算机，单片机
毎時	まいじ	每小时
埋葬	まいそう	埋葬
マイナー	まいなー	小的，不重要的；小众的，非主流的
毎日のように	まいにちのように	几乎每天
マイノリティー	まいのりてぃー	少数派，少数群体
舞姫	まいひめ	舞女，女舞蹈家
マイホーム	まいほーむ	自己的住宅，自家小窝
埋没	まいぼつ	埋没，被埋没
マイム	まいむ	哑剧，默剧表演
マイル|哩	まいる	英里
マイルド	まいるど	温和的，柔和的
マインド	まいんど	心，心态，精神
毎～	まい～	每……
マウンテン	まうんてん	山
マウント	まうんと	安装座，支架
マウンド	まうんど	（棒球）投手丘
前売り券	まえうりけん	预售票
前頭	まえがしら	（相扑）前头（最高级别下位阶层）
前髪	まえがみ	刘海，额发
前借り	まえがり	预借，预支（工资）
マエストロ	まえすとろ	大师，指挥家
前倒し	まえだおし	提前（计划、日程等）
前払い	まえばらい	预付，预付款
前々	まえまえ	很久以前，从前
マカダム	まかだむ	碎石路（麦克丹碎石铺路法）
マカロニ	まかろに	通心粉
真顔	まがお	一本正经的表情
マガジン	まがじん	杂志；弹匣；胶卷盒
間借り	まがり	租房间
曲がり	まがり	弯曲，弯度
巻	まき	卷；上弦；（书籍）卷
巻き返し	まきかえし	反攻，扭转局面
マキシ	まきし	超长（裙、外套等）
巻尺	まきじゃく	卷尺
巻き添え	まきぞえ	受牵连，被牵连
紛れもない	まぎれもない	千真万确的，毋庸置疑的
幕内	まくうち	（相扑）幕内（最高级别）
幕切れ	まくぎれ	（戏剧）闭幕；结局，收场
幕下	まくした	（相扑）幕下（第三级别）
マクラメ	まくらめ	绳结工艺
まくる|捲る	まくる	卷起，撩起；一个劲地……，猛干
マクロ	まくろ	宏，宏观
間口	まぐち	（建筑物）临街宽度，门面；广度，范围
マグナム	まぐなむ	马格南（弹药、酒瓶规格）
マグニチュード	まぐにちゅーど	（地震）震级
マグネシウム	まぐねしうむ	镁（Mg）
マグネット	まぐねっと	磁铁
マグマ	まぐま	岩浆
まぐれ|紛れ	まぐれ	侥幸，偶然
負け犬	まけいぬ	失败者，输家
負け越し	まけこし	负多胜少
マケドニア	まけどにあ	马其顿
誠にありがとうございます	まことにありがとうございます	衷心感谢，非常感谢
孫娘	まごむすめ	孙女，外孙女
マサチューセッツ	まさちゅーせっつ	马萨诸塞州
マザコン	まざこん	恋母情结，妈宝男
マザリング	まざりんぐ	母性养育，母职照护
マザーグース	まざーぐーす	鹅妈妈童谣
真四角	ましかく	正方形
ましょうか	ましょうか	……好吗？要不要……？
真正面	ましょうめん	正对面，正前方
マシン	ましん	机器；赛车，赛用摩托车
マシンガン	ましんがん	机关枪
見知らぬ	みしらぬ	陌生的，素不相识的
短め	みじかめ	略短，偏短
未熟児	みじゅくじ	早产儿
みじん切り	みじんぎり	切碎，剁碎（烹饪）
未遂	みすい	未遂
ミスター	みすたー	先生
ミステリアス	みすてりあす	神秘的
ミスマッチ	みすまっち	不匹配，不相称
みすみす|見す見す	みすみす	眼睁睁地，坐视
ミズ	みず	女士（不分婚否的敬称）
水揚げ	みずあげ	卸货，卸船；渔获量；营业额
水入らず	みずいらず	只有自家人（没有外人）
水際	みずぎわ	水边，水际
水臭い	みずくさい	见外，客气得生疏
水口	みずぐち	（容器等的）出水口
見ず知らず	みずしらず	素不相识
水玉	みずたま	水珠；圆点花纹
水鳥	みずとり	水鸟
水浸し	みずびたし	泡在水里，被水淹
水辺	みずべ	水边
ミズーリ	みずーり	密苏里州
未成年	みせいねん	未成年
未成年者	みせいねんしゃ	未成年人
見せ掛け	みせかけ	外表，假象
店先	みせさき	店铺门前，店面
見せ場	みせば	（戏剧、比赛等的）精彩场面，高潮
店開き	みせびらき	开张，开店营业
未然	みぜん	（事情发生）之前，未然
三十日	みそか	（每月）最后一天，晦日
味噌汁	みそしる	味噌汤
みたい	みたい	好像，似乎；……之类的
見たところ	みたところ	看上去，从外表看
乱れ	みだれ	混乱，紊乱
道草	みちくさ	在路上耽搁，途中逗留
未知数	みちすう	未知数；未知的因素
道筋	みちすじ	路线，途径
道のり	みちのり	路程，距离
３日	みっか	三号（日期）；三天
ミックス	みっくす	混合
密航	みっこう	偷渡
密室	みっしつ	密室
ミッション	みっしょん	使命，任务；代表团；（宗教）传教团
ミット	みっと	（棒球）手套
ミッドナイト	みっどないと	午夜
密入国	みつにゅうこく	偷渡入境
密売	みつばい	走私贩卖，非法出售
密約	みつやく	密约
密猟	みつりょう	偷猎
密林	みつりん	密林，丛林
ミディ	みでぃ	中长款（裙、外套等）
ミトコンドリア	みとこんどりあ	线粒体
見届ける	みとどける	看清楚，确认；亲眼看到最后
認め	みとめ	认可，认定
認め印	みとめいん	私章，非正式印章
緑色	みどりいろ	绿色
ミドル	みどる	中间；中年
ミドル級	みどるきゅう	（拳击等）中量级
ミドルホール	みどるほーる	（高尔夫）中距离球洞（标准杆4杆）
身投げ	みなげ	投水自尽，跳河自杀
水俣病	みなまたびょう	水俣病
南アフリカ	みなみあふりか	南非
南側	みなみがわ	南侧，南边
見習い	みならい	见习，实习（生）
ミニ	みに	迷你，小型
ミニコミ	みにこみ	小范围传播的（小众）媒体
ミニスカート	みにすかーと	迷你裙，超短裙
ミニチュア	みにちゅあ	微型的，缩样的
身につける	みにつける	掌握，学到；穿戴，佩带
ミニディスク	みにでぃすく	迷你光盘（MD）
ミニバッファ	みにばっふぁ	小缓冲区
ミニマム	みにまむ	最小，最低限度
ミネソタ	みねそた	明尼苏达州
未納	みのう	未缴纳，拖欠
身代金要求	みのしろきんようきゅう	勒索赎金
実り	みのり	结果实，成熟；成果，收获
未発表	みはっぴょう	未发表，未公开
見放す	みはなす	抛弃，放弃
未払い	みはらい	未付款，拖欠
見晴らす	みはらす	远眺，俯瞰
見張り	みはり	看守，站岗；监视
身震い	みぶるい	（因寒冷、恐惧等）发抖，打颤
身分証明書	みぶんしょうめいしょ	身份证明，身份证
見本市	みほんいち	商品展销会，样品展
未亡人	みぼうじん	寡妇，遗孀
耳障り	みみざわり	刺耳，难听
ミミック	みみっく	模仿，拟态
耳元	みみもと	耳边
耳より	みみより	（消息）值得一听的，令人心动的
未明	みめい	拂晓，凌晨
脈拍	みゃくはく	脉搏
脈絡	みゃくらく	脉络，条理
ミャンマー	みゃんまー	缅甸
深山	みやま	深山
ミュンヘン	みゅんへん	慕尼黑
ミュージアム	みゅーじあむ	博物馆
ミュージカル	みゅーじかる	音乐剧
ミュージシャン	みゅーじしゃん	音乐家
ミューズ	みゅーず	缪斯女神；灵感之源
妙案	みょうあん	妙计，好主意
妙技	みょうぎ	绝技，精湛技艺
妙手	みょうしゅ	（棋类）妙招；高手，能手
苗字	みょうじ	姓，姓氏
明星	みょうじょう	启明星，金星；（行业）明星
明朝	みょうちょう	明晨
明年	みょうねん	明年
明晩	みょうばん	明晚
身寄り	みより	亲属，亲人
ミラクル	みらくる	奇迹
ミラー	みらー	镜子
ミラージュ	みらーじゅ	海市蜃楼，幻影
ミリ	みり	毫，毫米
ミリオン	みりおん	百万；百万销量
ミリオンセラー	みりおんせらー	销量百万的畅销书（唱片）
ミリグラム	みりぐらむ	毫克
ミリタリールック	みりたりーるっく	军装风（时尚）
ミリバール	みりばーる	毫巴（气压单位）
ミリメートル|粍	みりめーとる	毫米
魅力的	みりょくてき	有魅力的，迷人的
ミリリットル|竓	みりりっとる	毫升
看る	みる	照看，护理
ミルウォーキー	みるうぉーきー	密尔沃基
みるみる|見る見る	みるみる	眼看着，转眼间
ミレニアム	みれにあむ	千年，新千年
魅惑	みわく	魅惑，吸引
見分け	みわけ	辨别，区别
民意	みんい	民意
民営化	みんえいか	民营化，私有化
民家	みんか	民房，民居
民間放送	みんかんほうそう	民间广播（商业电视台）
ミンク	みんく	貂，貂皮
民芸	みんげい	民间工艺
民社党	みんしゃとう	（日本）民社党
民主国	みんしゅこく	民主国家
民主主義	みんしゅしゅぎ	民主主义
民主的	みんしゅてき	民主的
民主党	みんしゅとう	民主党
民主～	みんしゅ～	民主……
民需	みんじゅ	民间需求
民政	みんせい	民政，文人政治
民生	みんせい	民生
民族主義	みんぞくしゅぎ	民族主义
民族自決	みんぞくじけつ	民族自决
ミンチ	みんち	肉馅，绞肉
ミント	みんと	薄荷
民兵	みんぺい	民兵
民放	みんぽう	民营广播电视台
ミーイズム	みーいずむ	利己主义，自我中心主义
ミート	みーと	肉
ミーハー	みーはー	赶时髦的人，追星族
ミール	みーる	谷物粉，粗磨粉
未～	み～	未……，尚未……
無為	むい	无为，虚度光阴
６日	むいか	六号（日期）；六天
無益	むえき	无益，无用
無縁	むえん	无缘，无关
向い	むかい	对面
迎え撃つ	むかえうつ	迎击，迎战
昔のまま	むかしのまま	一如从前
昔話	むかしばなし	古老传说，民间故事；往事
向かって左	むかってひだり	面对时的左侧
ムカムカ	むかむか	恶心，反胃；恼火，窝火
無関係	むかんけい	无关
無我	むが	忘我，无我
無害	むがい	无害
向き	むき	方向；倾向，适合……的
無期	むき	无期限；无期徒刑
無期限	むきげん	无限期
無傷	むきず	无伤，完好无损
無機物	むきぶつ	无机物
無記名	むきめい	不记名，匿名
無休	むきゅう	无休息日，全年无休
無給	むきゅう	无薪，无偿
無菌	むきん	无菌
麦茶	むぎちゃ	麦茶
麦畑	むぎばたけ	麦田
むくみ|浮腫	むくみ	浮肿
報われる	むくわれる	得到回报
向け	むけ	面向……，针对……
無形文化財	むけいぶんかざい	非物质文化遗产
剥ける	むける	脱落，剥落（皮肤等）
夢幻	むげん	梦幻
向こう側	むこうがわ	对面，那一侧
無策	むさく	无对策，束手无策
無差別	むさべつ	不加区别，无差别
無残	むざん	悲惨，凄惨；残忍
無死	むし	（棒球）无人出局
蒸し	むし	蒸
蒸し返す	むしかえす	重新加热；旧事重提
無資格	むしかく	无资格，不合格
蒸しパン	むしぱん	蒸面包，馒头式蒸点
武者	むしゃ	武士
無修正	むしゅうせい	未经修改的，未删减的
無償	むしょう	无偿，免费
無性に	むしょうに	非常，特别（想……）
無職	むしょく	无职业，无业
無色	むしょく	无色
無所属	むしょぞく	无党派，独立（人士）
虫除け	むしよけ	驱虫剂，防虫
無心	むしん	天真无邪，无杂念；纠缠索要（钱财）
無重量	むじゅうりょう	失重
無情	むじょう	无情，冷酷
無条件	むじょうけん	无条件
無人	むじん	无人的，无人驾驶的
無尽蔵	むじんぞう	取之不尽，无穷无尽
ムスタング	むすたんぐ	野马（车型或动物）
結びつき	むすびつき	联系，关联
結びつく	むすびつく	相连，联结；导致
娘婿	むすめむこ	女婿
無制限	むせいげん	无限制
無政府	むせいふ	无政府
無生物	むせいぶつ	无生物
無洗米	むせんまい	免淘米
無線ＬＡＮ	むせんらん	无线局域网，无线LAN
無税	むぜい	免税
夢想	むそう	梦想，幻想
無恥	むち	无耻
無秩序	むちつじょ	无秩序，混乱
むっつり	むっつり	沉默寡言；郁郁不乐
ムッと	むっと	生气，恼怒；憋闷（气味等呛人）
無敵	むてき	无敌
無党派層	むとうはそう	无党派选民，中间选民
無投票	むとうひょう	不经投票（当选等）
無得点	むとくてん	未得分，零得分
無届け	むとどけ	未申报，未登记
虚しい	むなしい	空虚的；徒劳的
旨	むね	宗旨，主旨；要点
無配	むはい	不分红
無風	むふう	无风；平静无事
無法	むほう	无法无天；蛮横
無報酬	むほうしゅう	无报酬，义务
無謀	むぼう	鲁莽，轻率
無名	むめい	无名，不知名
無免許	むめんきょ	无证，无照
無欲	むよく	无欲，不贪心
紫色	むらさきいろ	紫色
村人	むらびと	村民
ムラート	むらーと	穆拉托人（黑白混血儿）
無利子	むりし	无息
